,name,race,medical,positive,negative,flavors
150,Bhang Mango OG,indica,"Depression,Pain,Stress,Lack of Appetite,Nausea","Relaxed,Euphoric,Happy,Uplifted,Sleepy",,"Mango,Sweet,Berry"
151,Bhang Master Kush,indica,"Insomnia,Pain,Stress,Lack of Appetite,Inflammation","Relaxed,Euphoric,Focused","Dry Mouth,Dry Eyes","Flowery,Earthy,Pepper"
152,Bhang Maui Waui,sativa,"Depression,Stress,Cramps,Fatigue,Headaches","Relaxed,Hungry,Happy,Creative,Uplifted",,"Earthy,Pungent,Sweet"
153,Bhang Mr. Nice,indica,"Depression,Pain,Stress,Inflammation,Muscle Spasms","Relaxed,Euphoric,Happy,Tingly,Giggly",,Sweet
154,Bhang Northern Lights,indica,"Depression,Insomnia,Stress,Lack of Appetite,Muscle Spasms","Relaxed,Euphoric,Happy,Creative,Uplifted","Dry Mouth,Dry Eyes","Earthy,Spicy/Herbal,Woody"
155,Bhang Ogre,indica,"Depression,Insomnia,Lack of Appetite,Fatigue,Headaches","Euphoric,Aroused","Dizzy,Dry Mouth,Dry Eyes",Lemon
156,Bhang Perfecto Hybrid,hybrid,"Depression,Insomnia,Pain,Lack of Appetite,Nausea","Relaxed,Euphoric,Happy,Uplifted,Tingly",,"Citrus,Earthy,Lemon"
157,Bhang Perfecto Indica,indica,"Depression,Stress,Fatigue","Relaxed,Euphoric,Happy,Uplifted,Focused",,"Citrus,Flowery,Tea"
158,Bhang Pineapple Express,hybrid,"Depression,Stress,Nausea,Seizures,Muscle Spasms","Relaxed,Happy,Creative,Focused,Giggly",,"Mango,Pineapple,Butter"
159,Bhang Pineapple Kush,hybrid,"Depression,Insomnia,Lack of Appetite,Inflammation,Muscle Spasms","Euphoric,Creative,Energetic,Uplifted,Giggly",Dry Mouth,"Pine,Pineapple,Tropical"
160,Bhang Purple Diesel,hybrid,"Depression,Pain,Stress,Lack of Appetite,Fatigue","Relaxed,Euphoric,Happy,Tingly,Giggly",,"Diesel,Earthy,Spicy/Herbal"
161,Bhang Purple Erkle,indica,"Pain,Stress,Cramps,Lack of Appetite,Fatigue","Relaxed,Hungry,Euphoric,Happy,Uplifted",,"Berry,Sweet,Citrus"
162,Bhang Skunk #1,hybrid,Fatigue,"Hungry,Euphoric,Happy","Dry Mouth,Dry Eyes","Berry,Citrus,Strawberry"
163,Bhang Skywalker OG,hybrid,"Depression,Stress,Nausea,Inflammation,Muscle Spasms","Relaxed,Happy,Energetic,Uplifted,Aroused",,"Pungent,Grapefruit"
164,Bhang Sour Diesel,sativa,"Pain,Stress,Inflammation,Muscle Spasms","Relaxed,Euphoric,Happy,Uplifted",Dry Mouth,"Citrus,Diesel,Earthy"
165,Bhang Sour OG,hybrid,,"Hungry,Euphoric,Happy,Uplifted,Focused",,"Diesel,Pungent,Skunk"
166,Bhang Strawberry Cough,sativa,"Stress,Lack of Appetite","Hungry,Creative,Energetic,Focused",Dry Mouth,"Sweet,Blueberry"
167,Bhang Strawberry Diesel,sativa,,"Euphoric,Happy,Energetic,Aroused",Dry Mouth,Strawberry
168,Bhang Super Lemon Haze,sativa,"Depression,Insomnia,Pain,Fatigue,Inflammation","Euphoric,Creative,Energetic,Uplifted",Dry Mouth,"Lemon,Citrus,Sage"
169,Bhang Tangie,sativa,"Depression,Stress,Fatigue","Happy,Uplifted,Tingly,Focused",,"Citrus,Orange"
170,Bhang Triple Berry Goo,indica,"Fatigue,Eye Pressure","Relaxed,Euphoric,Happy","Dry Mouth,Dry Eyes","Berry,Apple,Blueberry"
171,Bhang White Diesel,hybrid,,"Relaxed,Euphoric,Happy,Creative",,"Apple,Citrus,Diesel"
172,Bhang White Widow,hybrid,,"Happy,Creative,Energetic,Talkative,Aroused",Anxious,"Blueberry,Earthy,Lavender"
173,Bhang XJ-13,hybrid,"Pain,Stress,Headache,Fatigue,Inflammation","Relaxed,Energetic,Uplifted,Focused",,"Citrus,Flowery,Tropical"
174,Bhang Yoda OG,indica,"Pain,Stress,Inflammation","Relaxed,Uplifted,Focused",,"Citrus,Flowery,Sweet"
175,Bianca,hybrid,"Insomnia,Pain,Stress,Lack of Appetite,Muscle Spasms","Relaxed,Creative,Sleepy,Aroused",Dry Mouth,"Earthy,Woody,Pine"
176,Biddy Early,hybrid,"Depression,Pain,Stress,Nausea,Fatigue","Euphoric,Creative,Energetic,Uplifted,Focused",Anxious,"Sweet,Lemon,Pine"
177,Big Band,hybrid,"Insomnia,Pain,Stress,Fatigue,Inflammation","Relaxed,Hungry,Euphoric,Happy,Giggly",Dry Mouth,"Sweet,Citrus,Earthy"
178,Big Bang,indica,"Depression,Insomnia,Pain,Stress,Headaches","Relaxed,Euphoric,Happy,Sleepy","Dizzy,Dry Mouth,Paranoid,Dry Eyes,Anxious","Flowery,Berry,Pungent"
179,Big Bud,indica,"Depression,Insomnia,Pain,Stress,Headache,Inflammation","Relaxed,Hungry,Euphoric,Happy,Sleepy","Dizzy,Dry Mouth,Paranoid,Dry Eyes","Earthy,Pungent,Woody"
180,Big Buddha Cheese,hybrid,"Depression,Insomnia,Pain,Stress,Headache,Headaches","Relaxed,Euphoric,Happy,Uplifted,Sleepy","Dizzy,Dry Mouth,Paranoid,Dry Eyes","Cheese,Pungent,Earthy"
181,Big Holy Nina,hybrid,"Stress,Lack of Appetite,Nausea,Fatigue","Euphoric,Happy,Talkative,Uplifted",,"Earthy,Pungent,Woody"
182,Big Kush,hybrid,"Insomnia,Pain,Stress,Cramps,Nausea","Relaxed,Euphoric,Happy,Uplifted,Sleepy","Dry Mouth,Dry Eyes","Citrus,Lemon,Lime"
183,Big Mac,indica,"Depression,Insomnia,Stress","Relaxed,Creative,Aroused","Dizzy,Anxious","Citrus,Earthy,Pungent"
184,Big Skunk Korean,hybrid,"Depression,Lack of Appetite,Nausea,Fatigue","Hungry,Creative,Energetic,Talkative,Uplifted",Dry Mouth,"Flowery,Skunk"
185,Big Sky OG,hybrid,"Depression,Pain,Stress,Headaches,Eye Pressure","Relaxed,Creative,Uplifted,Tingly",Dry Mouth,"Chemical,Berry,Pungent"
186,Big Smooth,hybrid,"Depression,Insomnia,Lack of Appetite,Fatigue,Headaches","Happy,Creative,Tingly,Giggly,Aroused",,"Blueberry,Earthy,Pine"
187,Big Sur Holy Bud,sativa,"Depression,Stress,Nausea,Fatigue,Muscle Spasms","Relaxed,Happy,Creative,Uplifted,Focused",,"Pine,Woody,Earthy"
188,Big White,indica,"Depression,Insomnia,Pain,Stress,Lack of Appetite,Headache","Relaxed,Uplifted,Sleepy","Dry Mouth,Paranoid,Dry Eyes","Flowery,Diesel,Earthy"
189,Big Wreck,indica,"Depression,Insomnia,Stress,Headache,Fatigue,Muscle Spasms","Relaxed,Euphoric,Happy,Uplifted,Sleepy","Dizzy,Dry Mouth,Dry Eyes,Anxious","Earthy,Pungent,Sweet"
190,Biker Le’Blanc,hybrid,Cramps,"Relaxed,Euphoric,Energetic,Focused,Aroused",,"Earthy,Sage,Spicy/Herbal"
191,Bio-Diesel,hybrid,"Depression,Insomnia,Pain,Stress,Nausea,Headache","Relaxed,Euphoric,Happy,Energetic,Uplifted","Dizzy,Dry Mouth,Paranoid,Dry Eyes","Diesel,Pungent,Earthy"
192,Bio-Jesus,hybrid,"Depression,Insomnia,Pain,Stress,Headache,Muscle Spasms","Relaxed,Euphoric,Happy,Uplifted,Sleepy","Dizzy,Dry Mouth,Paranoid,Dry Eyes","Earthy,Flowery,Chemical"
193,Biochem,indica,"Depression,Insomnia,Stress,Lack of Appetite,Fatigue","Relaxed,Hungry,Euphoric,Sleepy,Aroused",,"Spicy/Herbal,Skunk,Earthy"
194,Birthday Cake Kush,hybrid,"Depression,Pain,Stress,Inflammation,Muscle Spasms","Relaxed,Euphoric,Happy,Uplifted,Giggly","Dizzy,Dry Mouth,Dry Eyes,Anxious","Sweet,Vanilla,Skunk"
195,Black '84,indica,"Insomnia,Pain,Stress,Cramps,Lack of Appetite","Relaxed,Hungry,Happy,Sleepy","Dry Mouth,Dry Eyes","Pungent,Earthy,Coffee"
196,Black Afghan,indica,"Depression,Pain,Stress,Lack of Appetite,Inflammation","Relaxed,Hungry,Euphoric,Sleepy",Dry Mouth,"Pepper,Earthy,Pungent"
197,Black Betty,hybrid,"Depression,Pain,Stress,Fatigue,Headaches","Euphoric,Happy,Energetic,Talkative,Uplifted","Dizzy,Dry Mouth,Paranoid,Dry Eyes,Anxious","Berry,Sweet,Citrus"
198,Black Bubba,indica,"Depression,Insomnia,Pain,Stress,Seizures","Relaxed,Euphoric,Happy,Tingly,Sleepy",Dry Mouth,"Earthy,Flowery,Pine"
199,Black Cherry Cheesecake,hybrid,"Pain,Cramps,Nausea,Headaches,Eye Pressure","Relaxed,Euphoric,Happy,Creative,Uplifted","Dry Mouth,Paranoid,Dry Eyes,Anxious","Berry,Sweet,Cheese"
200,Black Cherry OG,indica,"Depression,Insomnia,Pain,Stress,Headache,Fatigue","Relaxed,Euphoric,Happy,Uplifted,Sleepy","Dizzy,Dry Mouth,Dry Eyes,Anxious","Sweet,Berry,Earthy"
201,Black Cherry Pie,hybrid,"Insomnia,Pain,Cramps,Lack of Appetite,Nausea","Relaxed,Euphoric,Happy,Creative,Uplifted",,"Earthy,Lavender,Plum"
202,Black Cherry Soda,hybrid,"Depression,Pain,Stress,Headache,Fatigue,Headaches","Relaxed,Euphoric,Happy,Uplifted,Focused","Dizzy,Dry Mouth,Paranoid,Dry Eyes","Sweet,Berry,Earthy"
203,Black Dahlia,hybrid,"Depression,Insomnia,Pain,Stress,Headache,Inflammation","Relaxed,Happy,Sleepy,Focused","Dizzy,Dry Mouth,Dry Eyes,Anxious","Sweet,Berry,Earthy"
204,Black Diamond,indica,"Depression,Insomnia,Pain,Stress,Lack of Appetite","Relaxed,Hungry,Euphoric,Happy,Uplifted","Dizzy,Dry Mouth,Paranoid,Dry Eyes,Anxious","Earthy,Sweet,Berry"
205,Black Diesel,sativa,"Depression,Pain,Stress,Headache,Fatigue,Muscle Spasms","Relaxed,Euphoric,Happy,Creative,Uplifted","Dizzy,Dry Mouth,Paranoid,Dry Eyes","Diesel,Pungent,Earthy"
206,Black Domina,indica,"Depression,Insomnia,Pain,Stress,Inflammation","Relaxed,Euphoric,Happy,Uplifted,Sleepy","Dizzy,Dry Mouth,Paranoid,Dry Eyes,Anxious","Pepper,Spicy/Herbal,Woody"
207,Black Haze,hybrid,"Depression,Insomnia,Pain,Stress,Headache,Headaches","Relaxed,Euphoric,Happy,Uplifted,Focused","Dizzy,Dry Mouth,Paranoid,Dry Eyes","Earthy,Pine,Flowery"
208,Black Ice,indica,"Depression,Insomnia,Pain,Stress,Headaches","Relaxed,Hungry,Happy,Sleepy","Dizzy,Dry Mouth,Dry Eyes","Earthy,Woody,Pine"
209,Black Jack,hybrid,"Depression,Insomnia,Pain,Stress,Headache,Fatigue","Relaxed,Euphoric,Happy,Creative,Uplifted","Dizzy,Dry Mouth,Paranoid,Dry Eyes","Sweet,Pine,Earthy"
210,Black Label Kush,indica,"Depression,Insomnia,Pain,Stress,Inflammation","Relaxed,Euphoric,Happy,Uplifted,Sleepy","Dizzy,Dry Mouth,Paranoid,Dry Eyes","Woody,Berry,Citrus"
211,Black Lime Special Reserve,indica,"Depression,Insomnia,Pain,Stress,Headache,Inflammation","Relaxed,Euphoric,Happy,Uplifted,Tingly","Dry Mouth,Dry Eyes","Lime,Citrus,Sweet"
212,Black Magic,hybrid,"Depression,Pain,Stress,Inflammation","Relaxed,Euphoric,Happy,Uplifted",,Earthy
213,Black Magic Kush,indica,"Depression,Insomnia,Stress,Cramps,Lack of Appetite","Relaxed,Hungry,Euphoric,Happy,Sleepy","Dry Mouth,Dry Eyes","Berry,Earthy,Spicy/Herbal"
214,Black Mamba,indica,"Depression,Insomnia,Pain,Stress,Headache,Headaches","Relaxed,Euphoric,Happy,Uplifted,Sleepy","Dizzy,Dry Mouth,Dry Eyes,Anxious","Sweet,Woody,Earthy"
215,Black Russian,indica,"Insomnia,Stress,Lack of Appetite,Nausea,Fatigue","Relaxed,Euphoric,Happy,Uplifted,Sleepy","Dry Mouth,Paranoid,Dry Eyes","Citrus,Earthy,Lemon"
216,Black Tuna,hybrid,"Depression,Insomnia,Pain,Stress,Lack of Appetite","Relaxed,Euphoric,Happy,Uplifted,Sleepy","Dizzy,Dry Mouth,Paranoid,Dry Eyes,Anxious","Earthy,Woody,Pungent"
217,Black Velvet,hybrid,"Depression,Pain,Lack of Appetite,Nausea,Eye Pressure","Relaxed,Hungry,Happy,Sleepy,Giggly","Dry Mouth,Dry Eyes","Sweet,Pine,Flowery"
218,Black Widow,hybrid,"Depression,Pain,Stress,Headache,Headaches,Inflammation","Relaxed,Euphoric,Happy,Uplifted,Focused","Dizzy,Dry Mouth,Paranoid,Dry Eyes","Woody,Earthy,Sweet"
219,Blackberry,hybrid,"Depression,Insomnia,Pain,Stress,Headache,Muscle Spasms","Relaxed,Euphoric,Happy,Uplifted,Sleepy","Dizzy,Dry Mouth,Paranoid,Dry Eyes","Berry,Sweet,Earthy"
220,Blackberry Bubble,indica,"Depression,Pain,Stress,Inflammation,Muscle Spasms","Relaxed,Euphoric,Happy,Uplifted,Sleepy",Dry Eyes,"Berry,Blueberry,Skunk"
221,Blackberry Chem OG,hybrid,"Depression,Pain,Stress","Relaxed,Euphoric,Happy,Uplifted,Tingly","Paranoid,Anxious","Berry,Chemical"
222,Blackberry Cream,indica,"Depression,Insomnia,Pain,Stress,Muscle Spasms","Relaxed,Euphoric,Happy,Uplifted,Sleepy",,"Berry,Sweet,Woody"
223,Blackberry Diesel,sativa,"Depression,Stress,Lack of Appetite,Headache,Headaches,Eye Pressure","Relaxed,Hungry,Happy,Talkative,Sleepy","Dry Mouth,Anxious","Diesel,Pungent,Berry"
224,Blackberry Dream,hybrid,"Depression,Pain,Seizures,Muscle Spasms","Relaxed,Creative,Energetic,Uplifted,Giggly","Dry Mouth,Dry Eyes","Chemical,Grapefruit,Nutty"
225,Blackberry Hashplant,indica,"Insomnia,Pain,Stress,Nausea,Headache,Fatigue","Euphoric,Happy,Energetic,Uplifted,Sleepy","Dizzy,Dry Mouth,Paranoid,Dry Eyes","Berry,Earthy,Nutty"
226,Blackberry Haze,sativa,"Depression,Pain,Stress,Headaches,Inflammation","Relaxed,Hungry,Happy,Uplifted,Tingly","Dry Mouth,Paranoid,Dry Eyes","Berry,Sweet,Lemon"
227,Blackberry Kush,indica,"Depression,Insomnia,Pain,Stress,Lack of Appetite,Headache","Relaxed,Hungry,Euphoric,Happy,Sleepy","Dizzy,Dry Mouth,Paranoid,Dry Eyes","Berry,Sweet,Earthy"
228,Blackberry Lime Haze,sativa,"Depression,Pain,Stress,Lack of Appetite,Fatigue","Relaxed,Euphoric,Happy,Talkative,Uplifted",,"Berry,Lime,Sweet"
229,Blackberry Pie,hybrid,"Pain,Cramps,Nausea,Inflammation","Relaxed,Hungry,Euphoric,Happy,Creative",,"Sweet,Blueberry,Berry"
230,Blackberry Rhino,indica,"Depression,Insomnia,Pain,Stress,Muscle Spasms","Relaxed,Hungry,Happy,Creative","Dry Mouth,Dry Eyes","Berry,Sweet,Spicy/Herbal"
231,Blackberry Trainwreck,hybrid,"Depression,Insomnia,Pain,Stress,Nausea","Relaxed,Euphoric,Happy,Energetic,Uplifted","Dizzy,Dry Mouth","Berry,Sweet,Pungent"
232,Blackberry x Blueberry,indica,"Depression,Stress,Lack of Appetite,Fatigue,Headaches","Relaxed,Euphoric,Happy,Uplifted,Sleepy",,"Berry,Blueberry,Skunk"
233,Blackwater,indica,"Depression,Insomnia,Pain,Stress,Lack of Appetite,Headache","Relaxed,Hungry,Euphoric,Happy,Sleepy","Dizzy,Dry Mouth,Paranoid,Dry Eyes","Earthy,Grape,Sweet"
234,Blaze,sativa,"Depression,Pain,Stress,Nausea,Inflammation","Euphoric,Creative,Energetic,Uplifted,Focused",Dry Mouth,"Blueberry,Berry,Sweet"
235,Blissful Wizard,hybrid,"Depression,Insomnia,Pain,Stress,Nausea","Relaxed,Euphoric,Happy,Creative,Talkative",,"Sweet,Vanilla,Earthy"
236,Blob OG,hybrid,"Depression,Stress,Fatigue,Headaches,Inflammation","Relaxed,Euphoric,Creative","Dry Mouth,Dry Eyes","Pine,Citrus,Earthy"
237,Blockhead,hybrid,"Insomnia,Pain,Stress,Lack of Appetite,Headache,Headaches","Relaxed,Hungry,Euphoric,Happy,Sleepy","Dizzy,Dry Mouth,Paranoid,Dry Eyes","Lime,Earthy,Sweet"
238,Bloo's Kloos,indica,"Pain,Stress,Cramps,Eye Pressure,Inflammation","Relaxed,Euphoric,Happy,Creative,Focused",,"Earthy,Flowery,Berry"
239,Bloodhound,hybrid,"Depression,Stress,Lack of Appetite,Fatigue,Headaches","Relaxed,Hungry,Happy,Talkative,Focused",Dry Eyes,"Earthy,Chestnut,Sage"
240,Blowfish,hybrid,"Insomnia,Pain,Stress,Nausea,Headache,Muscle Spasms","Relaxed,Euphoric,Happy,Uplifted,Sleepy",Dry Mouth,"Pine,Earthy,Sage"
241,Blucifer,sativa,"Depression,Pain,Lack of Appetite,Nausea,Headaches","Relaxed,Happy,Creative,Uplifted,Focused",Dry Eyes,"Blueberry,Berry,Minty"
242,Blue Afghani,indica,"Depression,Lack of Appetite,Nausea,Fatigue,Headaches","Relaxed,Euphoric,Happy,Uplifted,Sleepy","Dry Mouth,Dry Eyes","Blueberry,Woody,Pungent"
243,Blue Alien,indica,"Insomnia,Pain,Stress,Fatigue,Inflammation","Relaxed,Hungry,Euphoric,Sleepy","Dry Mouth,Paranoid,Dry Eyes","Blueberry,Earthy,Pine"
244,Blue Bastard,indica,"Depression,Insomnia,Pain,Stress,Headache,Muscle Spasms","Euphoric,Happy,Creative,Uplifted,Sleepy","Dizzy,Dry Mouth,Paranoid,Dry Eyes","Berry,Pine"
245,Blue Bayou,sativa,"Depression,Stress,Nausea,Headache","Hungry,Happy,Creative,Uplifted,Giggly","Dry Mouth,Paranoid,Dry Eyes",Sweet
246,Blue Blood,indica,"Depression,Pain,Stress,Inflammation,Muscle Spasms","Relaxed,Euphoric,Happy,Creative,Sleepy",,"Blueberry,Earthy,Sweet"
247,Blue Boy,hybrid,"Depression,Pain,Stress,Headache,Fatigue,Muscle Spasms","Happy,Creative,Talkative,Uplifted,Giggly","Dry Mouth,Paranoid,Dry Eyes,Anxious","Earthy,Sweet,Pungent"
248,Blue Buddha,indica,"Depression,Insomnia,Lack of Appetite,Headaches,Seizures","Relaxed,Happy,Creative",Dry Eyes,"Blueberry,Citrus,Pungent"
249,Blue Champagne,hybrid,"Depression,Pain,Stress,Cramps,Lack of Appetite","Euphoric,Happy,Creative,Energetic,Uplifted","Dizzy,Dry Mouth,Paranoid,Dry Eyes,Anxious","Earthy,Sweet,Pine"
250,Blue Cheese,indica,"Depression,Insomnia,Pain,Stress,Lack of Appetite,Headache","Relaxed,Euphoric,Happy,Uplifted,Sleepy","Dizzy,Dry Mouth,Paranoid,Dry Eyes","Blue Cheese,Cheese,Blueberry"
251,Blue Cinex,hybrid,"Depression,Pain,Stress,Fatigue,Inflammation","Happy,Creative,Energetic,Uplifted,Focused",,"Blueberry,Earthy"
252,Blue Cookies,hybrid,"Depression,Insomnia,Pain,Stress,Lack of Appetite","Relaxed,Euphoric,Happy,Creative,Uplifted","Dizzy,Dry Mouth,Paranoid,Dry Eyes,Anxious","Blueberry,Berry,Sweet"
253,Blue Crack,hybrid,"Depression,Pain,Stress,Fatigue,Headaches","Relaxed,Happy,Energetic,Talkative,Focused","Dizzy,Dry Mouth,Paranoid,Dry Eyes,Anxious","Berry,Sweet,Blueberry"
254,Blue Diamond,indica,"Depression,Pain,Stress,Headache,Headaches,Eye Pressure","Relaxed,Euphoric,Happy,Uplifted,Sleepy","Dry Mouth,Paranoid,Dry Eyes,Anxious","Sweet,Earthy,Flowery"
255,Blue Diesel,hybrid,"Depression,Pain,Stress,Headache,Fatigue,Inflammation","Relaxed,Euphoric,Happy,Creative,Uplifted","Dizzy,Dry Mouth,Paranoid,Dry Eyes","Blueberry,Diesel,Berry"
256,Blue Dot,sativa,"Depression,Pain,Stress,Nausea,Headache,Fatigue","Relaxed,Happy,Energetic,Uplifted,Focused",Dry Mouth,"Earthy,Pungent,Berry"
257,Blue Dragon,hybrid,"Depression,Pain,Stress,Lack of Appetite,Nausea,Headache","Relaxed,Euphoric,Happy,Uplifted,Tingly","Dizzy,Dry Mouth,Paranoid,Dry Eyes","Blueberry,Berry,Diesel"
258,Blue Dream,hybrid,"Depression,Pain,Stress,Fatigue,Headaches","Relaxed,Euphoric,Happy,Creative,Uplifted","Dizzy,Dry Mouth,Paranoid,Dry Eyes,Anxious","Blueberry,Sweet,Berry"
259,Blue Dynamite,indica,"Depression,Insomnia,Pain,Stress,Lack of Appetite","Relaxed,Euphoric,Happy,Sleepy","Dizzy,Dry Mouth,Paranoid,Dry Eyes","Earthy,Sweet,Blueberry"
260,Blue Frost,hybrid,"Depression,Insomnia,Pain,Stress,Fatigue","Relaxed,Euphoric,Happy,Talkative,Uplifted","Dry Mouth,Paranoid","Sweet,Cheese,Berry"
261,Blue Galaxy,hybrid,"Depression,Pain,Stress,Headaches","Relaxed,Euphoric,Happy,Uplifted",,"Sweet,Berry,Blueberry"
262,Blue God,indica,"Insomnia,Pain,Stress,Lack of Appetite,Nausea,Headache","Relaxed,Euphoric,Happy,Tingly,Sleepy","Dizzy,Dry Mouth,Paranoid,Dry Eyes","Blueberry,Sweet,Berry"
263,Blue Goo,hybrid,"Depression,Pain,Stress,Nausea,Headache,Fatigue","Relaxed,Euphoric,Happy,Creative,Uplifted","Dizzy,Dry Mouth,Paranoid,Dry Eyes","Berry,Pine,Flowery"
264,Blue Hash,hybrid,"Depression,Insomnia,Pain,Stress,Lack of Appetite,Headache","Relaxed,Hungry,Happy,Tingly,Sleepy","Dizzy,Dry Mouth,Paranoid,Dry Eyes","Blueberry,Sweet,Earthy"
265,Blue Hawaiian,hybrid,"Depression,Stress,Nausea,Headache,Fatigue,Headaches","Relaxed,Euphoric,Happy,Energetic,Uplifted","Dizzy,Dry Mouth,Paranoid,Dry Eyes","Sweet,Blueberry,Tropical"
266,Blue Haze,hybrid,"Depression,Pain,Stress,Headaches,Inflammation","Relaxed,Euphoric,Happy,Uplifted,Sleepy","Dizzy,Dry Mouth,Paranoid,Dry Eyes,Anxious","Blueberry,Earthy,Sweet"
267,Blue Heron,hybrid,"Insomnia,Pain,Stress,Cramps,Headaches","Relaxed,Happy,Talkative,Uplifted,Giggly",,"Woody,Pine,Spicy/Herbal"
268,Blue Ivy,hybrid,"Depression,Insomnia,Pain,Stress,Headaches","Relaxed,Hungry,Focused","Dizzy,Dry Mouth,Paranoid,Dry Eyes,Anxious","Earthy,Pepper,Blueberry"
269,Blue Jay Way,hybrid,"Insomnia,Pain,Stress,Cramps,Headaches","Relaxed,Euphoric,Uplifted,Sleepy,Focused","Dry Mouth,Dry Eyes","Sweet,Citrus,Blueberry"
270,Blue Kiss,hybrid,"Stress,Lack of Appetite,Nausea,Headaches","Relaxed,Euphoric,Creative,Talkative,Focused",Dizzy,"Berry,Blueberry,Flowery"
271,Blue Knight,indica,"Depression,Insomnia,Pain,Stress,Headaches","Relaxed,Happy,Uplifted,Sleepy,Focused","Dry Mouth,Dry Eyes","Sweet,Blueberry,Berry"
272,Blue Kripple,indica,"Pain,Muscle Spasms","Relaxed,Hungry,Euphoric,Sleepy","Dizzy,Dry Mouth,Paranoid","Earthy,Grape"
273,Blue Kush,hybrid,"Depression,Insomnia,Pain,Stress,Lack of Appetite","Relaxed,Euphoric,Happy,Uplifted,Aroused","Dizzy,Dry Mouth,Paranoid,Dry Eyes,Anxious","Berry,Sweet,Earthy"
274,Blue Lights,indica,"Depression,Insomnia,Pain,Stress,Nausea,Headache","Relaxed,Euphoric,Happy,Uplifted,Giggly","Dizzy,Dry Mouth,Paranoid,Dry Eyes","Blueberry,Sweet,Earthy"
275,Blue Magic,sativa,"Depression,Stress,Fatigue,Spasticity,Muscle Spasms","Relaxed,Euphoric,Energetic,Uplifted,Focused","Dry Mouth,Paranoid","Blueberry,Tropical,Sweet"
276,Blue Magoo,hybrid,"Depression,Pain,Stress,Nausea,Headaches","Relaxed,Euphoric,Happy,Uplifted","Dizzy,Dry Mouth,Paranoid,Dry Eyes,Anxious","Sweet,Earthy,Blueberry"
277,Blue Monster,indica,"Depression,Insomnia,Pain,Stress,Headache","Relaxed,Hungry,Happy,Talkative",Dry Mouth,"Berry,Blueberry,Diesel"
278,Blue Moon Rocks,hybrid,"Depression,Insomnia,Pain,Stress,Fatigue","Relaxed,Happy,Giggly","Dry Mouth,Paranoid,Anxious","Flowery,Lemon,Blueberry"
279,Blue Moonshine,indica,"Depression,Insomnia,Stress,Lack of Appetite,Nausea,Headache","Relaxed,Euphoric,Happy","Dizzy,Dry Mouth,Dry Eyes,Anxious","Earthy,Berry,Pine"
280,Blue Mountain Fire,sativa,"Depression,Stress","Relaxed,Euphoric,Happy,Creative,Giggly",,"Earthy,Flowery,Pepper"
281,Blue Mystic,indica,"Depression,Pain,Nausea,Fatigue,Headaches","Relaxed,Happy,Energetic,Uplifted,Sleepy","Dizzy,Dry Mouth,Paranoid,Dry Eyes,Anxious","Earthy,Blueberry,Sweet"
282,Blue Nightmare,hybrid,"Depression,Insomnia,Stress,Nausea,Headaches","Relaxed,Euphoric,Creative,Talkative,Uplifted","Dry Mouth,Paranoid","Berry,Earthy,Sage"
283,Blue OG,hybrid,"Depression,Pain,Stress,Headache,Fatigue,Muscle Spasms","Relaxed,Euphoric,Happy,Creative,Sleepy","Dizzy,Dry Mouth,Dry Eyes,Anxious","Berry,Blueberry,Sweet"
284,Blue Ox,indica,"Depression,Pain,Lack of Appetite,Fatigue","Relaxed,Euphoric,Sleepy,Giggly",Dry Mouth,"Berry,Blueberry,Coffee"
285,Blue Persuasion,hybrid,,"Relaxed,Hungry,Euphoric,Happy,Tingly",,"Blueberry,Sweet,Berry"
286,Blue Power,indica,"Depression,Insomnia,Stress,Lack of Appetite,Nausea,Headache","Relaxed,Hungry,Euphoric,Happy,Sleepy","Dry Mouth,Dry Eyes","Berry,Earthy,Chemical"
287,Blue Rhino,hybrid,"Depression,Insomnia,Pain,Stress,Headache,Muscle Spasms","Relaxed,Euphoric,Happy,Uplifted,Sleepy","Dizzy,Dry Mouth,Dry Eyes,Anxious","Blueberry,Berry,Sweet"
288,Blue Satellite,sativa,"Depression,Pain,Stress,Nausea,Headache,Fatigue","Euphoric,Happy,Creative,Energetic,Focused","Dizzy,Dry Mouth,Paranoid,Dry Eyes","Sweet,Blueberry,Plum"
289,Blue Sky,hybrid,"Depression,Stress,Lack of Appetite,Nausea,Inflammation","Relaxed,Happy,Creative,Uplifted,Giggly",Dry Mouth,"Earthy,Sweet,Blueberry"
290,Blue Steel,indica,"Pain,Stress,Lack of Appetite","Relaxed,Euphoric,Creative,Uplifted",,"Blueberry,Pungent"
291,Blue Thai,hybrid,"Depression,Insomnia,Pain,Stress,Fatigue","Relaxed,Happy,Creative,Energetic,Talkative",,Blueberry
292,Blue Trainwreck,hybrid,"Depression,Insomnia,Pain,Stress,Lack of Appetite","Relaxed,Hungry,Euphoric,Happy,Tingly","Dizzy,Dry Mouth,Dry Eyes","Blueberry,Sweet,Flowery"
293,Blue Treat,hybrid,"Depression,Insomnia,Pain,Stress,Seizures","Relaxed,Hungry,Creative,Uplifted,Focused",,"Blueberry,Earthy,Apricot"
294,Blue Velvet,hybrid,"Depression,Stress,Lack of Appetite,Headache,Fatigue,Headaches","Relaxed,Hungry,Happy,Uplifted,Giggly","Dry Mouth,Dry Eyes","Sweet,Berry,Blueberry"
